,text,source,page,chunk_id
11,"Furthermore, the policy aims to go beyond the meagre approach of adopting technology to fundamentally rethink AI adoption in the local context so that new growth areas can be identified and intervened in considering the existing job market s relevance while empathizing with the growing population of the country. This policy stems from the AI for good initiative by the International Telecommunication Union and the Sustainable Development Goals set forth by the United Nat ions. Considering the disruptive nature of AI and allied technologies and how it is re ordering the socio  economic construct of the world , we desire to live in . Therefore, i t is essential to responsibly harness this opportunity while keeping the interest of a common person foremost. T herefore, t o survive and thrive, Pakistan aims to revitalize its resolve toward digitalization , which will involve processing personal data",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,4,207a3f10bb2d4e27aa91f0a0b359e7bb
12,"Pakistan aims to revitalize its resolve toward digitalization , which will involve processing personal data through AI . To this end, the said policy coherently interlaces with the Perso nal Data Protection Act, Pakistan Cloud First Policy , and the Digital Pakistan Policy initiatives.",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,4,0932c2797832477ab3cba7c0a5ca5824
13,"  Executive Summary Pakistan has a unique opportunity to harness digital disruption by educating an eager young population that can potentially propel the n ation onto a growth trajectory to sustain our future national competitiveness and improve the lives of citizens. Artificial Intelligence AI represents the next frontier of technological opportunities, and it has been widely proven and understood that the collection, processing, use, and exchange of data through automatedintelligent means would drive the entire society into the next stage of its evolution which is unprecedented and requires a progressive , yet careful approach. So, after a thorough analysi s of the global perspective and based on the evidence collected through more extensive consultations with the stakeholders, the Ministry of IT and Telecom has come to a much desired conclusion that it needs to chalk out a developmental roadmap for better, faster and responsible adoption",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,5,647d7dd2580f49e591a2e20886ddca10
14,"conclusion that it needs to chalk out a developmental roadmap for better, faster and responsible adoption of AI in the country . For that, the policy document is put in place to reap long term and sustainable benefits for its people. The policy document offers a wide range of developmental initiatives necessary for awareness and adoption, reimagining the transparent and fair use of personal data using AI and stimulating innovation through industry academia collaborations and investments in AIled initiatives. The National AI Policy is crafted to focus on the equitable distribution o f opportunity and its responsible use , having the following defining attributes.  Evidence Based and Target Oriented  User Centric and Forward Looking  Objective and Overarching The AI policy further aims to augment AI and allied technologies through balanced demand and supply  side interventions , as briefly described below.",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,5,c641dd6a2a884e448501b72946d4c0cb
15,"side interventions , as briefly described below.  Market Enablement  Establishment of research and innovation cent ers in AI for developing, test  bedding, deploying, and scaling AI solutions. This includes learning how to improve govern ance and manage the impact of AI.  Progressive and Trusted Environment  Responsible use of AI to generate economic gains and improve lives. In addition, AI will raise the Governments capability to deliver anticipatory and personali zed services.  Enabling AI through Awareness and Readiness  Pakistan shall increase awareness and understand ing of AI technologies and the ir benefits  our workforce will be equ ipped with the necessary competencies to participate in the AI economy.  Transformation and Evolution  Transformation of sectors and industries towards effective use of AI, facilitated by national IT boards through creating awareness and offering training pr ograms through sectoral cooperation.",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,5,0935dd90c6144c68a25d3f6d3d058dee
16,"  Introduction and Context . Why Pakistan Needs AI Policy The need for National AI Policy is to create a broad based awareness of the use of AI based platforms while keeping privacy at the forefront, upskilling human capital on AI and allied technologies, guid ing investment in AI research and development, ensur ing ethical and responsible use of AI, and provide a framework for addressing the challenges and risks associated with the socio economic outfit of the country . The AI policy covers the following key areas, including  Investment in Research and Development Infrastructure  Pakistan should invest in research and development to build inhouse AI capabilities required for application development based on local data . This investment should include funding for establishing research organizations that have a sustainable mandate of basic research, data standardization, providing support to the government",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,6,05ff2f47b64448149ba5e501ea9b3661
17,"sustainable mandate of basic research, data standardization, providing support to the government for regul atory and legal interventions regarding AI, maintaining a central computational infrastructure , data storage facilities , and partnerships with universities and research institutions both domestically and internationally. This investment should also include training programs to build the necessary technical expertise . The AI policy outlines how Pakistan must collaborate with other countries to share best practices and expertise in AI.  Ethical and Responsible Use The AI policy proposed the establishment of an AI regulatory directorate that ensures the ethical and responsible use of AI. This includes ensuring that AI is not used to discriminate against individuals or groups and that its use is transparent and accountable.  Job Displacement The AI policy addres ses the potential job displacement that could result from",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,6,b13b210e526d49ac98d67e57742ae1c1
18," Job Displacement The AI policy addres ses the potential job displacement that could result from the global proliferation of AI. This includes investing in training programs to help existing and new workforce acquire the skills to adapt to changing job requirements.  AI can help to promote econo mic growth by encouraging investment in AI research and development. This investment can lead to the creation of new jobs and industries, as well as improved productivity and efficiency.  AI policy can help address social and economic challenges by improving healthcare outcomes, providing better access to education, and addressing food security challenges.  AI policy can help ensure that AI's benefits are shared equitably across society. This includes addressing issues such as bias and discrimination and ensuring that the benefits of AI are not concentrated in the hands of a few. . The State of AI in Pakistan",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,6,5829d223a806471cb4115c6162382165
19,"concentrated in the hands of a few. . The State of AI in Pakistan Pakistan has a population of  million as of  and is predicted to reach  million by  , with a current literacy rate of around .  . Moreover, Pakistan is considered the fifth largest country in the world in terms of the young population   of the nation is younger than  . With such a propelling number of employable human capital, we have enormous development potential on one end and a tremendous responsibility on the other . Nevertheless, d espite all the odds, Pakistan has been able to register notable efforts through publicprivate interventions as follows   Presidential Initiative for Artificial Intelligence and Computing  PIAIC   Center for Artificial Intelligence and Computing  CENTAIC  National Center of Artificial Intelligence NCAI  Sino Pak Center for Artificial Intelligence SPCAI",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,6,c59029abc43942f3b0a805c917bfda75
20," National Center of Artificial Intelligence NCAI  Sino Pak Center for Artificial Intelligence SPCAI These timely initiatives have performed well in their domains and need continuity to achieve long term targets. To achieve the AIaccelerated socio economic development urgently required by Pakistan and its actual impact on the GDP of the country , a national strategy for AI adoption is critical . The AI policy provides a holistic structure , by the societal challenges regarding AI adoption can be addressed by establishing the necessary ecosystem with specialized initiatives and organizational responsibilities. The policy proposes the National AI fund as a perpetual and central fund to support the proposed interventions .",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,6,7ff6c495aecd4fe68fe83c0e3821034d
21,"  Vision, Scope and Objectives . Vision Owing to the impact of AI globally and its local adoption and implications, the Government of Pakistan envisions  To Embrace AI by appreciating Human Intelligence and stimulating a Hybrid Intelligence ecosystem for equitable, responsible, and transparent use of AI . . Scope The policy framework is envisaged to provide a complete AIenabling ecosystem in Pakistan , covering all aspect s of awareness , skill development , standardization, and ethical use. . Objectives Here the strategic objectives are distributed into two societal agendas of development and responsibility to efficiently evolve the society in the age of the fourth industrial revolution Developmental Agenda Embracing AI Responsibility Agenda Appreciating Human Intelligence Training and upskilling human capital in AI at all levels to address the needs and demands of the market efficiently.",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,7,bfef382fdde44a81a3cbc572dd021487
22,"Training and upskilling human capital in AI at all levels to address the needs and demands of the market efficiently. Integrat ing AI in to the National Curriculums at all levels is essential from a necessity , application , and use standpoint. Ensure the ethical use of AI through inclusive and forward looking guidelines. Increasing public awareness to facilitate the adoption of AI sustainably . Provide an enabling platform for AI with appropriate sandbox and agile regulatory arrangements to address societal and regulatory challenges only where necessary . To embrace resea rch and innovation based culture, offer fiscalnon fiscal incentives to start upsSMEs investing in AI based servicestechnologies . Define data standards and invest in computational resources for the responsible use of organized datasets. Strengthen international collaboration with both academia and industry . . Policy Drivers and Targets",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,7,35ee94cf7cd44bc9839ded0d10091d33
23,"datasets. Strengthen international collaboration with both academia and industry . . Policy Drivers and Targets The policy drivers help navigate th e identified gaps and challenges by orchestrating a journey based approach comprising four defining pillars of development and responsibility, complimented by progressive targets for effective policy implementation . .. The Drivers Through the challenges and gaps, the policy lays a fundamental framework driven through a pillar based approach driven through the developm ental journey of AI adoption and proliferation using agile and all  inclusive models incrementally. These drivers are",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,7,b39bb856d35c4ff985d1091143804003
24," ... 1st Pillar Enabling AI through Awareness and Readiness The first pillar will focus on societal preparation in becoming increasingly aware of the potential benefits of AI, deployment requirements, and adopting measures for establishing readiness towards AI adoption. Targeted interventions achieve this in meeting the societal gaps. The interventions include awareness proliferation programs re lated to AI, improving the quality of RandD in AI through applied research, and further enhancing the footprint in AI through fiscallogistical support, curriculum development, and review of existing coursework to make it more relevant to global demand and b est practices. Furthermore, the upskilling of the current workforce shall be done through bootcamps and high impact short courses using Massive Open Online Courses MOOCs Platforms. The initiative aims to meet the societal gaps of Awareness and Adaptation Challenges G1.",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,8,15980be0537c4d499da765e7d2489cb7
25,"Massive Open Online Courses MOOCs Platforms. The initiative aims to meet the societal gaps of Awareness and Adaptation Challenges G1. ... 2nd Pillar AI Market Enablement The second pillar will help organize matters related to establishing an ecosystem to facilitate the development and deployment of AI. This includes steps taken to address the identified societal challenge s, including Awareness and Adaptation Challenges G1, Data Standardization and Accessibility G , and Computational Needs G . ... 3rd Pillar Building Progressive and Trusted Environment The third pillar focuses on the interventions necessary for building a progressive and trusted environment where the personal data of citizens and the data of organizations are protected. This section addresses Awareness and Adaptation Challenges G1 and Ethical Challenges G4 to ensure the safe and responsible use of AI and associated technologies.",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,8,cccfb92d8dd149d8a4c2bcb0eae47468
26,"Awareness and Adaptation Challenges G1 and Ethical Challenges G4 to ensure the safe and responsible use of AI and associated technologies. ... 4th Pillar Transformation and Evolution This pillar focuses on developing roadmaps for each sector of society, including governance , so the necessary evoluti on toward AI adoption can be achieved. During the process, several interventions are highlighted to facilitate this transformation, including industrial transformation and sandboxing. In addition, t his driver will assist us in addressing awareness and adap tation challenges G1 and Data Standardization and Accessibility G . .. The National AI Targets Navigating through the policy drivers, the National AI Targets reflect the needs and concerns which will be addressed through subsequent policy interventions with a definite yet simple approach presenting a bandwagon of tangible opportunities having the following attributes",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,8,42be3f8777d0433b9007aebd1b0f1527
27,"bandwagon of tangible opportunities having the following attributes a. The proposed targets are highly focused and inclusive. b. The said targets are simple, realistic, and achievable. c. The targets o ffer a reasonable amount of time for its initiation and achieving desired results with impact registration. d. The offered targets can be reviewed quantifiably. e. As explained later in the document, special consideration is given to agility for implementing different programs, so a holistic approach toward AI adoption could be exercised. f. The targets are based on the international developmental Agenda for AI and best practices, which",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,8,fcaa34b935a94d0b9e1372d6188dbd53
28,"f. The targets are based on the international developmental Agenda for AI and best practices, which will allow recognition of Pakistan on the global front.",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,8,bba1c118bd6c40149bcceebc71c46108
29," S.No. Pillar Target Description Current State Desired State Timeline . Enabling AI through Awareness and Readiness Target  Public Awareness of AI and Allied Technologies The level of awareness regarding AI and its potential applications for socio economic development by addressing societal challenges is considerably low. A comprehensive program regarding p ublic awareness of AI and allied technologies shall be undertaken at the national level to achieve a widespread awareness of  of the public with internet access. This program under CoE  AI shall undertake curriculum revision at all levels of education, training of the existing workforce, and specialized programs for marginalized women and PWDs. By  Target  Developing new skilled human capital and upskilling the existing workforce Less than  of the current workforce working in computing and IT is skilled in AI",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,9,a8be929c0fb041c4a3f1c6dd04410454
30,"capital and upskilling the existing workforce Less than  of the current workforce working in computing and IT is skilled in AI and Allied Technologies Survey conducted by MoITT in . The aim is to train  million new and existing resources IT graduates in high impact applied skills in AI and Allied Technologies by using sustainable models fo r imparting education. To achieve this, at least , new trainers will be required to impart high impact AI and Allied Technologies education. Goal 1M trained in AI, 10k new trainers By  Opportunities for onjob training for applied skillset Currently, there are limited programs for onjob training of IT professionals offered by the government of Pakistan. A program regarding on job training needs to be initiated to offer incentives for the on job training, especially for IT certified graduate professionals annually. The goal is to equip at least  of IT graduates specializing in the",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,9,129fc1b7bd2e4af3b52b626bca03ca18
31,"training, especially for IT certified graduate professionals annually. The goal is to equip at least  of IT graduates specializing in the latest technologies annually . By  Higher Education Scholarships Currently, HEC, in partnership with friendly countries, offers scholarships to students for post graduate and doctoral studies locally and abroad with a limited focus on AI. A separate fund shall increase the scholarships in AI and allied technologies by  of the total scholarships offered annually by HEC in partnership with industry and international partners. By ",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,9,6f3bb5ca044b4207a73b629aa030cf6a
32," Awareness and upskilling in the public sector Currently, no programsinitiatives focus on the awareness and upskilling of civil servants and the public sector in AI and its applications. To develop an awareness of applied AI for all Grade  to Grade  employees, including technocrats and other allied staff working in different departments and institutions at federal and provincia l levels. Introduce a skill development drive for public sector employees in AI and Allied Technologies with a target to train at least  of existing employees working in the IT and AI potential sectors and  of new inductees. By  Target  RandD initiatives in AI and allied technologies Currently, there is limited funding for AIMLDL led RandD initiatives in academia and the industry through available Funding Channels organized by the public sector. This approach shall be bifurcated. Firstly, an RandD focus targeting national AI initiatives",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,10,2777feab74d74740bfba930d7e59c48f
33,"Channels organized by the public sector. This approach shall be bifurcated. Firstly, an RandD focus targeting national AI initiatives with short  and long term tangible deliverables shall be initiated. Secondly, at least , AI led RandD initiatives shall be funded in academia and the private sector via fiscal and non fiscal suppor t. By  Applied ResearchThesis supports AI and allied technologies. Very limited linkage between journals, researchwhite papers being published in AI with international research institutions or any global publishers. All research students undertaking applied research in AI and Allied technologies can apply for funding support, publication fee, and travel grants based on the competitive criteria to support publishing in high impact factor journals and conferences to ach ieve global recognition. By  YoY growth of  till . Intellectual Property Registration for AI  led Products and Solutions from",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,10,366dcfe5cb42459494e1a71f38606674
34,"global recognition. By  YoY growth of  till . Intellectual Property Registration for AI  led Products and Solutions from Pakistan Currently, limited Patents have been registered from Pakistan concerning AI and allied technologies led productssolutions. To help file over , patents in AI led products and solutions from Pakistan. By ",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,10,85b731fe419748309a588a5ad30a8982
35," Target  Algorithms, Data Science, and AI in Basic Education At present, AI is only limited to undergraduate and post graduate p rograms related to ICT. No other curriculum or program offers Data Science and AI as a primary curriculum object. To formulate and inculcate Data Science and AI as part of STEM education in schools and colleges, undergraduate and postgraduate programs in a ll disciplines by imparting basic skills education in the given subjects. By  Special Program in AI and Data Sciences for the marginalized section of Women and PWDs. Programs such as Digiskills.pk cater courses in AI Data Science at limited levels, Data Science at limited levels, or. To develop special curriculums and launch programs and specializations for basic and advanced technologies in AI and Data Science while incorporating PWDs and marginalized Women through inclusion in Digis kills.pk Program and other such initiatives in the provinces. By ",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,11,55dd76e8dc4a4cee858b227e8c96ca35
36,"Women through inclusion in Digis kills.pk Program and other such initiatives in the provinces. By  . AI Market Enablement Target  National AI Fund The Ignite Technology Fund is mandated to broadly support RandD Initiatives, Entrepreneurship, and Skill Development in ICTs. There is no special provision for Hi Tech, especially AI and allied Technologies, at present. To establish National AI Fund for supporting HiTech initiatives in AI and Allied Technologies nationwide as a spin off of Ignite Technology Fund. By  Target  Center of Excellence in AI and Allied Technologies National Centers for AI are playing an essential role in applied RandD in AI at leading academic institutions for higher education in Karachi, Lahore, and Islamabad. Sino Pak Center for Artificial Int elligence at PAFIAST, Haripur, is also making tangible efforts to impart higher education and support Research and Development in AI and Allied Technologies.",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,11,b5c9be539d0e4e7cb089355fbd15e2f1
37,"PAFIAST, Haripur, is also making tangible efforts to impart higher education and support Research and Development in AI and Allied Technologies. However, there are no regionalcentral hubs for AI and Allied Technologies offering To develop a Center of Excellence in AI CoE  AI in Karachi, Lahore, and Islamabad with Auxiliary AI Centers in Peshawar, Quetta, Multan , Faisalabad, and Gilgit for harnessing AI and Allied Technologies for  Providing access to high tech compute infrastructure, labs and testbeds.  Supporting AI at the grassroots.  Supporting Entrepreneurs and Start ups working on AI led productssolutions. By   CoEAI By  CoEAI Aux Centers",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,11,b6f475456e584f1fa9e9e6d99e9bd05a
38," across theboar d opportunities for high  impact skill development, applied RandD, computational resources, test beds, and sandboxes in AI  Developing nationwide civic and social initiatives using AI.  Assisting the regulator in organizing sandbox and other regulatory measures for the responsible use of AI. Target  Compute Infrastructure along with High Tech Labs, Tools, and Testbeds for AI and Allied Technologies Currently, only two HCI facilities are purpose built for AI in the country. To develop HCI infrastructure at all the CoEs and Auxiliary Centers Nationwide with distributed access and conne cted to global AI infra. By  at CoEs By  at Aux Centers Target  Special National Scale Applied Projects in AI concerning Civic and Social issues Other than the COVID  Track and Trace System developed by NITB, no other platforms extensively use AI led models for",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,12,4cd05aada38e41d9a5538234699a9cfd
39,"and Social issues Other than the COVID  Track and Trace System developed by NITB, no other platforms extensively use AI led models for civic and social applications. To support at least  initiatives for civic and social support projects using AI and Allied Technologies as the underlying technology. By  . Building a Progressive and Trusted Environment Target  Proliferating AI and Allied Technologies Responsibly The National Commission for Data Protection under Personal Data Protection Act is yet to be established. There is no provision for regulating AI at the moment. However, the NCPDP closely relates in terms of Data Protection. Establishing an AI Directorate under NCPDP for harnessing AI responsibly through appropriate and need based regulations By  Target   Agile Regulatory Ecosystem SECP offers a regulatory sandbox for different use cases, effectively using AI and Allied Technologies for Algorithmic Trading,",/Users/eryclisrodrigues/Documents/Eryclis - docs/Research/Projects/AI Governance - Topic Modeling/Data/Raw Data Sampling/National Strategy/[Pakistan] National AI Policy Consultation Draft V1.pdf,12,5cd16dca9c8749eaaa688de70644c04a
